	Score_Control	miRsControl	DEmiRNAcontrolPercentage	Score_Case	miRsCase	DEmiRNAcasePercentage	TS_Genes	TSgenesPercentage	Module
DE in both: 	2.975	hsa-miR-10b-5p is DOWN, hsa-miR-20a-5p is not DE, hsa-miR-93-5p is not DE	33.33	2.975	hsa-miR-10b-5p is DOWN, hsa-miR-20a-5p is not DE, hsa-miR-93-5p is not DE	33.33	RORA	25.00	['6', 'hsa-miR-20a-5p', 'hsa-miR-93-5p', 'hsa-miR-10b-5p', 'RORA', 'NR2C2', 'ANKRD33B', 'RBM12B', 'PTEN', 'BCL2L11']
DE in both: 	2.863	hsa-miR-18a-3p is DOWN, hsa-miR-20a-5p is not DE, hsa-miR-93-5p is not DE	33.33	2.863	hsa-miR-18a-3p is DOWN, hsa-miR-20a-5p is not DE, hsa-miR-93-5p is not DE	33.33	CCDC71L	23.08	['8', 'hsa-miR-20a-5p', 'hsa-miR-93-5p', 'hsa-miR-18a-3p', 'GTF2H2C', 'WDR53', 'RANGAP1', 'CCDC71L', 'ANKRD33B', 'HMGB1', 'PTPN4', 'CDKN1A']
DE in both: 	4.900	hsa-miR-20a-5p is not DE, hsa-miR-4428 is UP, hsa-miR-93-5p is not DE	33.33	4.900	hsa-miR-20a-5p is not DE, hsa-miR-4428 is UP, hsa-miR-93-5p is not DE	33.33	LDLR,MECP2,MIDN	60.00	['5', 'hsa-miR-20a-5p', 'hsa-miR-93-5p', 'hsa-miR-4428', 'WAC', 'MIDN', 'MAPRE3', 'LDLR', 'MECP2']
DE in both: 	3.837	hsa-miR-20a-5p is not DE, hsa-miR-6739-5p is UP, hsa-miR-93-5p is not DE	33.33	3.837	hsa-miR-20a-5p is not DE, hsa-miR-6739-5p is DOWN, hsa-miR-93-5p is not DE	33.33	ACVR1B,CCND1	33.33	['6', 'hsa-miR-20a-5p', 'hsa-miR-93-5p', 'hsa-miR-6739-5p', 'MINK1', 'ACVR1B', 'WAC', 'ZBTB33', 'LASP1', 'CCND1']
DE in both: 	4.113	hsa-miR-20a-5p is not DE, hsa-miR-323a-3p is DOWN, hsa-miR-93-5p is not DE	33.33	4.113	hsa-miR-20a-5p is not DE, hsa-miR-323a-3p is DOWN, hsa-miR-93-5p is not DE	33.33	MYC,MYLIP	50.00	['4', 'hsa-miR-20a-5p', 'hsa-miR-93-5p', 'hsa-miR-323a-3p', 'TNFRSF10B', 'TXNIP', 'MYLIP', 'MYC']
DE in both: 	4.227	hsa-miR-130a-3p is UP, hsa-miR-20a-5p is not DE, hsa-miR-34b-5p is not DE	33.33	4.227	hsa-miR-130a-3p is UP, hsa-miR-20a-5p is not DE, hsa-miR-34b-5p is not DE	33.33	CNOT4,TGFBR2	66.67	['3', 'hsa-miR-20a-5p', 'hsa-miR-34b-5p', 'hsa-miR-130a-3p', 'ARHGAP1', 'CNOT4', 'TGFBR2']
DE in both: 	3.971	hsa-miR-130a-3p is UP, hsa-miR-20a-5p is not DE, hsa-miR-34a-5p is not DE	33.33	3.971	hsa-miR-130a-3p is UP, hsa-miR-20a-5p is not DE, hsa-miR-34a-5p is not DE	33.33	CNOT4,SMAD4	40.00	['5', 'hsa-miR-20a-5p', 'hsa-miR-34a-5p', 'hsa-miR-130a-3p', 'RRAGD', 'ARHGAP1', 'CNOT4', 'TXNIP', 'SMAD4']
DE in both: 	5.113	hsa-miR-130a-3p is UP, hsa-miR-20a-5p is not DE, hsa-miR-26a-5p is not DE	33.33	5.113	hsa-miR-130a-3p is UP, hsa-miR-20a-5p is not DE, hsa-miR-26a-5p is not DE	33.33	C16orf70,HSPA8,SMAD4	75.00	['4', 'hsa-miR-20a-5p', 'hsa-miR-26a-5p', 'hsa-miR-130a-3p', 'HSPA8', 'C16orf70', 'SMAD4', 'NABP1']
DE in both: 	3.170	hsa-miR-130a-3p is UP, hsa-miR-204-5p is not DE, hsa-miR-20a-5p is not DE	33.33	3.170	hsa-miR-130a-3p is UP, hsa-miR-204-5p is not DE, hsa-miR-20a-5p is not DE	33.33	TGFBR2	33.33	['3', 'hsa-miR-20a-5p', 'hsa-miR-204-5p', 'hsa-miR-130a-3p', 'TXNIP', 'SOX4', 'TGFBR2']
DE in both: 	4.931	hsa-miR-1-3p is UP, hsa-miR-17-5p is not DE, hsa-miR-20a-5p is not DE	33.33	4.931	hsa-miR-1-3p is DOWN, hsa-miR-17-5p is not DE, hsa-miR-20a-5p is not DE	33.33	ADAR,CCND1,CRK,YWHAZ	44.44	['9', 'hsa-miR-20a-5p', 'hsa-miR-17-5p', 'hsa-miR-1-3p', 'NFAT5', 'YWHAZ', 'CRK', 'ADAR', 'NETO2', 'LASP1', 'ZNF264', 'BRI3BP', 'CCND1']
DE in both: 	4.440	hsa-miR-130a-3p is UP, hsa-miR-17-5p is not DE, hsa-miR-20a-5p is not DE	33.33	4.440	hsa-miR-130a-3p is UP, hsa-miR-17-5p is not DE, hsa-miR-20a-5p is not DE	33.33	ARHGAP12,C16orf70,CNOT4,HSPA8,LDLR,MAVS,QKI,RPS27A,SMAD4,TGFBR2	20.83	['48', 'hsa-miR-20a-5p', 'hsa-miR-17-5p', 'hsa-miR-130a-3p', 'RPF2', 'RRAGD', 'RBM20', 'KLHL36', 'LZIC', 'FOXQ1', 'PXK', 'CEP170', 'NIPA1', 'RAN', 'ZNF12', 'SALL3', 'MAVS', 'ZFYVE9', 'MAPK1', 'WASL', 'ZFYVE26', 'TNFRSF10B', 'RPS27A', 'HSPA8', 'POLR1B', 'CAPRIN2', 'BTF3L4', 'CLIC4', 'KIAA1191', 'PTPN4', 'ARHGAP1', 'CNOT4', 'ENPP5', 'C16orf70', 'ZBTB4', 'PPP1R15B', 'MAPRE3', 'PDRG1', 'MAP7', 'ARHGAP12', 'NACC2', 'ZNF417', 'RAB5B', 'LDLR', 'NFIB', 'QKI', 'TXNIP', 'SMAD4', 'SOX4', 'TGFBR2', 'NABP1', 'BMPR2']
DE in both: 	2.975	hsa-miR-10b-5p is DOWN, hsa-miR-17-5p is not DE, hsa-miR-20a-5p is not DE	33.33	2.975	hsa-miR-10b-5p is DOWN, hsa-miR-17-5p is not DE, hsa-miR-20a-5p is not DE	33.33	RORA	25.00	['6', 'hsa-miR-20a-5p', 'hsa-miR-17-5p', 'hsa-miR-10b-5p', 'RORA', 'NR2C2', 'ANKRD33B', 'RBM12B', 'PTEN', 'BCL2L11']
DE in both: 	2.863	hsa-miR-17-5p is not DE, hsa-miR-18a-3p is DOWN, hsa-miR-20a-5p is not DE	33.33	2.863	hsa-miR-17-5p is not DE, hsa-miR-18a-3p is DOWN, hsa-miR-20a-5p is not DE	33.33	CCDC71L	16.67	['8', 'hsa-miR-20a-5p', 'hsa-miR-17-5p', 'hsa-miR-18a-3p', 'GTF2H2C', 'WDR53', 'RANGAP1', 'CCDC71L', 'ANKRD33B', 'HMGB1', 'PTPN4', 'CDKN1A']
DE in both: 	4.900	hsa-miR-17-5p is not DE, hsa-miR-20a-5p is not DE, hsa-miR-4428 is UP	33.33	4.900	hsa-miR-17-5p is not DE, hsa-miR-20a-5p is not DE, hsa-miR-4428 is UP	33.33	LDLR,MECP2,MIDN	60.00	['5', 'hsa-miR-20a-5p', 'hsa-miR-17-5p', 'hsa-miR-4428', 'WAC', 'MIDN', 'MAPRE3', 'LDLR', 'MECP2']
DE in both: 	3.837	hsa-miR-17-5p is not DE, hsa-miR-20a-5p is not DE, hsa-miR-6739-5p is UP	33.33	3.837	hsa-miR-17-5p is not DE, hsa-miR-20a-5p is not DE, hsa-miR-6739-5p is DOWN	33.33	ACVR1B,CCND1	33.33	['6', 'hsa-miR-20a-5p', 'hsa-miR-17-5p', 'hsa-miR-6739-5p', 'MINK1', 'ACVR1B', 'WAC', 'ZBTB33', 'LASP1', 'CCND1']
DE in both: 	4.113	hsa-miR-17-5p is not DE, hsa-miR-20a-5p is not DE, hsa-miR-323a-3p is DOWN	33.33	4.113	hsa-miR-17-5p is not DE, hsa-miR-20a-5p is not DE, hsa-miR-323a-3p is DOWN	33.33	MYC,MYLIP	50.00	['4', 'hsa-miR-20a-5p', 'hsa-miR-17-5p', 'hsa-miR-323a-3p', 'TNFRSF10B', 'TXNIP', 'MYLIP', 'MYC']
DE in both: 	4.227	hsa-miR-130a-3p is UP, hsa-miR-16-5p is not DE, hsa-miR-20a-5p is not DE	33.33	4.227	hsa-miR-130a-3p is UP, hsa-miR-16-5p is not DE, hsa-miR-20a-5p is not DE	33.33	ARHGAP12,HSPA8	66.67	['3', 'hsa-miR-20a-5p', 'hsa-miR-16-5p', 'hsa-miR-130a-3p', 'HSPA8', 'MAP7', 'ARHGAP12']
DE in both: 	3.170	hsa-miR-101-3p is not DE, hsa-miR-130a-3p is UP, hsa-miR-20a-5p is not DE	33.33	3.170	hsa-miR-101-3p is not DE, hsa-miR-130a-3p is UP, hsa-miR-20a-5p is not DE	33.33	TGFBR2	75.00	['3', 'hsa-miR-20a-5p', 'hsa-miR-101-3p', 'hsa-miR-130a-3p', 'CLIC4', 'PPP1R15B', 'TGFBR2']
DE in both: 	4.931	hsa-miR-1-3p is UP, hsa-miR-20a-5p is not DE, hsa-miR-20b-5p is not DE	33.33	4.931	hsa-miR-1-3p is DOWN, hsa-miR-20a-5p is not DE, hsa-miR-20b-5p is not DE	33.33	ADAR,CCND1,CRK,YWHAZ	44.44	['9', 'hsa-miR-20a-5p', 'hsa-miR-1-3p', 'hsa-miR-20b-5p', 'NFAT5', 'YWHAZ', 'CRK', 'ADAR', 'NETO2', 'LASP1', 'ZNF264', 'BRI3BP', 'CCND1']
DE in both: 	7.044	hsa-miR-1-3p is UP, hsa-miR-20a-5p is not DE, hsa-miR-519d-3p is DOWN	66.67	4.931	hsa-miR-1-3p is DOWN, hsa-miR-20a-5p is not DE, hsa-miR-519d-3p is not DE	33.33	ADAR,CCND1,CRK,YWHAZ	44.44	['9', 'hsa-miR-20a-5p', 'hsa-miR-1-3p', 'hsa-miR-519d-3p', 'NFAT5', 'YWHAZ', 'CRK', 'ADAR', 'NETO2', 'LASP1', 'ZNF264', 'BRI3BP', 'CCND1']
DE in both: 	3.042	hsa-miR-1-3p is UP, hsa-miR-20a-5p is not DE, hsa-miR-519c-3p is not DE	33.33	3.042	hsa-miR-1-3p is DOWN, hsa-miR-20a-5p is not DE, hsa-miR-519c-3p is not DE	33.33	ADAR	44.44	['5', 'hsa-miR-20a-5p', 'hsa-miR-1-3p', 'hsa-miR-519c-3p', 'NFAT5', 'ADAR', 'NETO2', 'LASP1', 'BRI3BP']
DE in both: 	4.363	hsa-miR-1-3p is UP, hsa-miR-20a-5p is not DE, hsa-miR-526b-3p is not DE	33.33	4.363	hsa-miR-1-3p is DOWN, hsa-miR-20a-5p is not DE, hsa-miR-526b-3p is not DE	33.33	ADAR,CCND1,YWHAZ	37.50	['8', 'hsa-miR-20a-5p', 'hsa-miR-1-3p', 'hsa-miR-526b-3p', 'NFAT5', 'YWHAZ', 'ADAR', 'NETO2', 'LASP1', 'ZNF264', 'BRI3BP', 'CCND1']
DE in both: 	3.042	hsa-miR-1-3p is UP, hsa-miR-20a-5p is not DE, hsa-miR-519b-3p is not DE	33.33	3.042	hsa-miR-1-3p is DOWN, hsa-miR-20a-5p is not DE, hsa-miR-519b-3p is not DE	33.33	ADAR	37.50	['5', 'hsa-miR-20a-5p', 'hsa-miR-1-3p', 'hsa-miR-519b-3p', 'NFAT5', 'ADAR', 'NETO2', 'LASP1', 'BRI3BP']
DE in both: 	3.170	hsa-miR-1-3p is UP, hsa-miR-20a-5p is not DE, hsa-miR-362-3p is not DE	33.33	3.170	hsa-miR-1-3p is DOWN, hsa-miR-20a-5p is not DE, hsa-miR-362-3p is not DE	33.33	CRK	37.50	['3', 'hsa-miR-20a-5p', 'hsa-miR-1-3p', 'hsa-miR-362-3p', 'NFAT5', 'CRK', 'BRI3BP']
DE in both: 	4.477	hsa-miR-130a-3p is UP, hsa-miR-20a-5p is not DE, hsa-miR-20b-5p is not DE	33.33	4.477	hsa-miR-130a-3p is UP, hsa-miR-20a-5p is not DE, hsa-miR-20b-5p is not DE	33.33	ARHGAP12,C16orf70,CNOT4,HSPA8,LDLR,MAVS,QKI,RPS27A,SMAD4,TGFBR2	21.28	['47', 'hsa-miR-20a-5p', 'hsa-miR-20b-5p', 'hsa-miR-130a-3p', 'RPF2', 'RRAGD', 'RBM20', 'KLHL36', 'LZIC', 'FOXQ1', 'PXK', 'CEP170', 'NIPA1', 'RAN', 'ZNF12', 'SALL3', 'MAVS', 'ZFYVE9', 'MAPK1', 'WASL', 'ZFYVE26', 'TNFRSF10B', 'RPS27A', 'HSPA8', 'POLR1B', 'CAPRIN2', 'BTF3L4', 'CLIC4', 'KIAA1191', 'PTPN4', 'ARHGAP1', 'CNOT4', 'ENPP5', 'C16orf70', 'ZBTB4', 'PPP1R15B', 'MAPRE3', 'PDRG1', 'MAP7', 'ARHGAP12', 'NACC2', 'ZNF417', 'RAB5B', 'LDLR', 'NFIB', 'QKI', 'TXNIP', 'SMAD4', 'SOX4', 'TGFBR2', 'NABP1']
DE in both: 	2.975	hsa-miR-10b-5p is DOWN, hsa-miR-20a-5p is not DE, hsa-miR-20b-5p is not DE	33.33	2.975	hsa-miR-10b-5p is DOWN, hsa-miR-20a-5p is not DE, hsa-miR-20b-5p is not DE	33.33	RORA	25.00	['6', 'hsa-miR-20a-5p', 'hsa-miR-20b-5p', 'hsa-miR-10b-5p', 'RORA', 'NR2C2', 'ANKRD33B', 'RBM12B', 'PTEN', 'BCL2L11']
DE in both: 	2.863	hsa-miR-18a-3p is DOWN, hsa-miR-20a-5p is not DE, hsa-miR-20b-5p is not DE	33.33	2.863	hsa-miR-18a-3p is DOWN, hsa-miR-20a-5p is not DE, hsa-miR-20b-5p is not DE	33.33	CCDC71L	16.67	['8', 'hsa-miR-20a-5p', 'hsa-miR-20b-5p', 'hsa-miR-18a-3p', 'GTF2H2C', 'WDR53', 'RANGAP1', 'CCDC71L', 'ANKRD33B', 'HMGB1', 'PTPN4', 'CDKN1A']
DE in both: 	4.900	hsa-miR-20a-5p is not DE, hsa-miR-20b-5p is not DE, hsa-miR-4428 is UP	33.33	4.900	hsa-miR-20a-5p is not DE, hsa-miR-20b-5p is not DE, hsa-miR-4428 is UP	33.33	LDLR,MECP2,MIDN	60.00	['5', 'hsa-miR-20a-5p', 'hsa-miR-20b-5p', 'hsa-miR-4428', 'WAC', 'MIDN', 'MAPRE3', 'LDLR', 'MECP2']
DE in both: 	3.837	hsa-miR-20a-5p is not DE, hsa-miR-20b-5p is not DE, hsa-miR-6739-5p is UP	33.33	3.837	hsa-miR-20a-5p is not DE, hsa-miR-20b-5p is not DE, hsa-miR-6739-5p is DOWN	33.33	ACVR1B,CCND1	33.33	['6', 'hsa-miR-20a-5p', 'hsa-miR-20b-5p', 'hsa-miR-6739-5p', 'MINK1', 'ACVR1B', 'WAC', 'ZBTB33', 'LASP1', 'CCND1']
DE in both: 	3.170	hsa-miR-20a-5p is not DE, hsa-miR-20b-5p is not DE, hsa-miR-323a-3p is DOWN	33.33	3.170	hsa-miR-20a-5p is not DE, hsa-miR-20b-5p is not DE, hsa-miR-323a-3p is DOWN	33.33	MYLIP	40.00	['3', 'hsa-miR-20a-5p', 'hsa-miR-20b-5p', 'hsa-miR-323a-3p', 'TNFRSF10B', 'TXNIP', 'MYLIP']
DE in both: 	6.590	hsa-miR-130a-3p is UP, hsa-miR-20a-5p is not DE, hsa-miR-519d-3p is DOWN	66.67	4.477	hsa-miR-130a-3p is UP, hsa-miR-20a-5p is not DE, hsa-miR-519d-3p is not DE	33.33	ARHGAP12,C16orf70,CNOT4,HSPA8,LDLR,MAVS,QKI,RPS27A,SMAD4,TGFBR2	21.28	['47', 'hsa-miR-20a-5p', 'hsa-miR-519d-3p', 'hsa-miR-130a-3p', 'RPF2', 'RRAGD', 'RBM20', 'KLHL36', 'LZIC', 'FOXQ1', 'PXK', 'CEP170', 'NIPA1', 'RAN', 'ZNF12', 'SALL3', 'MAVS', 'ZFYVE9', 'MAPK1', 'WASL', 'ZFYVE26', 'TNFRSF10B', 'RPS27A', 'HSPA8', 'POLR1B', 'CAPRIN2', 'BTF3L4', 'CLIC4', 'KIAA1191', 'PTPN4', 'ARHGAP1', 'CNOT4', 'ENPP5', 'C16orf70', 'ZBTB4', 'PPP1R15B', 'MAPRE3', 'PDRG1', 'MAP7', 'ARHGAP12', 'NACC2', 'ZNF417', 'RAB5B', 'LDLR', 'NFIB', 'QKI', 'TXNIP', 'SMAD4', 'SOX4', 'TGFBR2', 'NABP1']
DE in both: 	5.088	hsa-miR-10b-5p is DOWN, hsa-miR-20a-5p is not DE, hsa-miR-519d-3p is DOWN	66.67	2.975	hsa-miR-10b-5p is DOWN, hsa-miR-20a-5p is not DE, hsa-miR-519d-3p is not DE	33.33	RORA	25.00	['6', 'hsa-miR-20a-5p', 'hsa-miR-519d-3p', 'hsa-miR-10b-5p', 'RORA', 'NR2C2', 'ANKRD33B', 'RBM12B', 'PTEN', 'BCL2L11']
DE in both: 	3.170	hsa-miR-148b-3p is not DE, hsa-miR-20a-5p is not DE, hsa-miR-519d-3p is DOWN	33.33	3.170	hsa-miR-148b-3p is UP, hsa-miR-20a-5p is not DE, hsa-miR-519d-3p is not DE	33.33	CNOT4	20.00	['3', 'hsa-miR-20a-5p', 'hsa-miR-519d-3p', 'hsa-miR-148b-3p', 'ZFYVE26', 'CNOT4', 'TXNIP']
DE in both: 	4.977	hsa-miR-18a-3p is DOWN, hsa-miR-20a-5p is not DE, hsa-miR-519d-3p is DOWN	66.67	2.863	hsa-miR-18a-3p is DOWN, hsa-miR-20a-5p is not DE, hsa-miR-519d-3p is not DE	33.33	CCDC71L	16.67	['8', 'hsa-miR-20a-5p', 'hsa-miR-519d-3p', 'hsa-miR-18a-3p', 'GTF2H2C', 'WDR53', 'RANGAP1', 'CCDC71L', 'ANKRD33B', 'HMGB1', 'PTPN4', 'CDKN1A']
DE in both: 	3.522	hsa-miR-20a-5p is not DE, hsa-miR-519d-3p is DOWN, hsa-miR-539-5p is not DE	33.33	3.522	hsa-miR-20a-5p is not DE, hsa-miR-519d-3p is not DE, hsa-miR-539-5p is UP	33.33	CCDC71L,LDLR	22.22	['9', 'hsa-miR-20a-5p', 'hsa-miR-519d-3p', 'hsa-miR-539-5p', 'ZMYM1', 'PCLAF', 'CCDC71L', 'GLO1', 'LAMTOR1', 'NUFIP2', 'ENPP5', 'LDLR', 'SOD2']
DE in both: 	7.013	hsa-miR-20a-5p is not DE, hsa-miR-4428 is UP, hsa-miR-519d-3p is DOWN	66.67	4.900	hsa-miR-20a-5p is not DE, hsa-miR-4428 is UP, hsa-miR-519d-3p is not DE	33.33	LDLR,MECP2,MIDN	60.00	['5', 'hsa-miR-20a-5p', 'hsa-miR-519d-3p', 'hsa-miR-4428', 'WAC', 'MIDN', 'MAPRE3', 'LDLR', 'MECP2']
DE in both: 	5.950	hsa-miR-20a-5p is not DE, hsa-miR-519d-3p is DOWN, hsa-miR-6739-5p is UP	66.67	3.837	hsa-miR-20a-5p is not DE, hsa-miR-519d-3p is not DE, hsa-miR-6739-5p is DOWN	33.33	ACVR1B,CCND1	33.33	['6', 'hsa-miR-20a-5p', 'hsa-miR-519d-3p', 'hsa-miR-6739-5p', 'MINK1', 'ACVR1B', 'WAC', 'ZBTB33', 'LASP1', 'CCND1']
DE in both: 	5.283	hsa-miR-20a-5p is not DE, hsa-miR-323a-3p is DOWN, hsa-miR-519d-3p is DOWN	66.67	3.170	hsa-miR-20a-5p is not DE, hsa-miR-323a-3p is DOWN, hsa-miR-519d-3p is not DE	33.33	MYLIP	40.00	['3', 'hsa-miR-20a-5p', 'hsa-miR-519d-3p', 'hsa-miR-323a-3p', 'TNFRSF10B', 'TXNIP', 'MYLIP']
DE in both: 	3.113	hsa-miR-20a-5p is not DE, hsa-miR-365b-3p is not DE, hsa-miR-519d-3p is DOWN	33.33	3.113	hsa-miR-20a-5p is not DE, hsa-miR-365b-3p is DOWN, hsa-miR-519d-3p is not DE	33.33	MYLIP	40.00	['4', 'hsa-miR-20a-5p', 'hsa-miR-519d-3p', 'hsa-miR-365b-3p', 'POLR1B', 'NUFIP2', 'BTF3L4', 'MYLIP']
DE in both: 	4.113	hsa-miR-20a-5p is not DE, hsa-miR-3910 is not DE, hsa-miR-519d-3p is DOWN	33.33	4.113	hsa-miR-20a-5p is not DE, hsa-miR-3910 is UP, hsa-miR-519d-3p is not DE	33.33	EFCAB14,MYLIP	50.00	['4', 'hsa-miR-20a-5p', 'hsa-miR-519d-3p', 'hsa-miR-3910', 'EFCAB14', 'ICMT', 'ARHGAP1', 'MYLIP']
DE in both: 	2.915	hsa-miR-130a-3p is UP, hsa-miR-20a-5p is not DE, hsa-miR-372-3p is not DE	33.33	2.915	hsa-miR-130a-3p is UP, hsa-miR-20a-5p is not DE, hsa-miR-372-3p is not DE	33.33	TGFBR2	50.00	['7', 'hsa-miR-20a-5p', 'hsa-miR-372-3p', 'hsa-miR-130a-3p', 'ZNF12', 'ZFYVE26', 'TNFRSF10B', 'CAPRIN2', 'NFIB', 'TXNIP', 'TGFBR2']
DE in both: 	4.227	hsa-miR-130a-3p is UP, hsa-miR-20a-5p is not DE, hsa-miR-224-5p is not DE	33.33	4.227	hsa-miR-130a-3p is UP, hsa-miR-20a-5p is not DE, hsa-miR-224-5p is not DE	33.33	QKI,SMAD4	66.67	['3', 'hsa-miR-20a-5p', 'hsa-miR-224-5p', 'hsa-miR-130a-3p', 'QKI', 'TXNIP', 'SMAD4']
DE in both: 	3.113	hsa-miR-130a-3p is UP, hsa-miR-20a-5p is not DE, hsa-miR-34c-5p is not DE	33.33	3.113	hsa-miR-130a-3p is UP, hsa-miR-20a-5p is not DE, hsa-miR-34c-5p is not DE	33.33	CNOT4	50.00	['4', 'hsa-miR-20a-5p', 'hsa-miR-34c-5p', 'hsa-miR-130a-3p', 'RRAGD', 'ARHGAP1', 'CNOT4', 'TXNIP']
DE in both: 	4.465	hsa-miR-130a-3p is UP, hsa-miR-20a-5p is not DE, hsa-miR-519c-3p is not DE	33.33	4.465	hsa-miR-130a-3p is UP, hsa-miR-20a-5p is not DE, hsa-miR-519c-3p is not DE	33.33	ARHGAP12,CNOT4,HSPA8,LDLR,MAVS,QKI,RPS27A,SMAD4,TGFBR2	21.95	['41', 'hsa-miR-20a-5p', 'hsa-miR-130a-3p', 'hsa-miR-519c-3p', 'RPF2', 'RRAGD', 'RBM20', 'KLHL36', 'LZIC', 'FOXQ1', 'PXK', 'NIPA1', 'RAN', 'SALL3', 'MAVS', 'ZFYVE9', 'MAPK1', 'WASL', 'RPS27A', 'HSPA8', 'POLR1B', 'CAPRIN2', 'BTF3L4', 'CLIC4', 'KIAA1191', 'PTPN4', 'ARHGAP1', 'CNOT4', 'ENPP5', 'ZBTB4', 'PPP1R15B', 'MAPRE3', 'PDRG1', 'MAP7', 'ARHGAP12', 'NACC2', 'ZNF417', 'RAB5B', 'LDLR', 'NFIB', 'QKI', 'SMAD4', 'SOX4', 'TGFBR2', 'NABP1']
DE in both: 	2.915	hsa-miR-130a-3p is UP, hsa-miR-20a-5p is not DE, hsa-miR-373-3p is not DE	33.33	2.915	hsa-miR-130a-3p is UP, hsa-miR-20a-5p is not DE, hsa-miR-373-3p is not DE	33.33	TGFBR2	21.95	['7', 'hsa-miR-20a-5p', 'hsa-miR-130a-3p', 'hsa-miR-373-3p', 'ZNF12', 'ZFYVE26', 'TNFRSF10B', 'CAPRIN2', 'NFIB', 'TXNIP', 'TGFBR2']
DE in both: 	3.113	hsa-miR-130a-3p is UP, hsa-miR-20a-5p is not DE, hsa-miR-520h is not DE	33.33	3.113	hsa-miR-130a-3p is UP, hsa-miR-20a-5p is not DE, hsa-miR-520h is not DE	33.33	LDLR	21.95	['4', 'hsa-miR-20a-5p', 'hsa-miR-130a-3p', 'hsa-miR-520h', 'FOXQ1', 'WASL', 'PTPN4', 'LDLR']
DE in both: 	3.113	hsa-miR-130a-3p is UP, hsa-miR-20a-5p is not DE, hsa-miR-449a is not DE	33.33	3.113	hsa-miR-130a-3p is UP, hsa-miR-20a-5p is not DE, hsa-miR-449a is not DE	33.33	CNOT4	21.95	['4', 'hsa-miR-20a-5p', 'hsa-miR-130a-3p', 'hsa-miR-449a', 'RRAGD', 'ARHGAP1', 'CNOT4', 'TXNIP']
DE in both: 	4.440	hsa-miR-130a-3p is UP, hsa-miR-130b-3p is not DE, hsa-miR-20a-5p is not DE	33.33	4.440	hsa-miR-130a-3p is UP, hsa-miR-130b-3p is not DE, hsa-miR-20a-5p is not DE	33.33	ARHGAP12,C16orf70,CNOT4,HSPA8,LDLR,MAVS,QKI,RPS27A,SMAD4,TGFBR2	20.83	['48', 'hsa-miR-20a-5p', 'hsa-miR-130a-3p', 'hsa-miR-130b-3p', 'RPF2', 'RRAGD', 'RBM20', 'KLHL36', 'LZIC', 'FOXQ1', 'PXK', 'CEP170', 'NIPA1', 'RAN', 'ZNF12', 'SALL3', 'MAVS', 'ZFYVE9', 'MAPK1', 'WASL', 'ZFYVE26', 'TNFRSF10B', 'RPS27A', 'HSPA8', 'POLR1B', 'CAPRIN2', 'BTF3L4', 'CLIC4', 'KIAA1191', 'PTPN4', 'ARHGAP1', 'CNOT4', 'ENPP5', 'C16orf70', 'ZBTB4', 'PPP1R15B', 'MAPRE3', 'PDRG1', 'MAP7', 'ARHGAP12', 'NACC2', 'ZNF417', 'RAB5B', 'LDLR', 'NFIB', 'QKI', 'TXNIP', 'SMAD4', 'RUNX3', 'SOX4', 'TGFBR2', 'NABP1']
DE in both: 	3.170	hsa-miR-130a-3p is UP, hsa-miR-20a-5p is not DE, hsa-miR-25-3p is not DE	33.33	3.170	hsa-miR-130a-3p is UP, hsa-miR-20a-5p is not DE, hsa-miR-25-3p is not DE	33.33	CNOT4	20.83	['3', 'hsa-miR-20a-5p', 'hsa-miR-130a-3p', 'hsa-miR-25-3p', 'WASL', 'CNOT4', 'SOX4']
DE in both: 	3.170	hsa-miR-130a-3p is UP, hsa-miR-148b-3p is not DE, hsa-miR-20a-5p is not DE	33.33	5.283	hsa-miR-130a-3p is UP, hsa-miR-148b-3p is UP, hsa-miR-20a-5p is not DE	66.67	CNOT4	20.83	['3', 'hsa-miR-20a-5p', 'hsa-miR-130a-3p', 'hsa-miR-148b-3p', 'ZFYVE26', 'CNOT4', 'TXNIP']
DE in both: 	5.155	hsa-miR-130a-3p is UP, hsa-miR-142-3p is UP, hsa-miR-20a-5p is not DE	66.67	3.042	hsa-miR-130a-3p is UP, hsa-miR-142-3p is not DE, hsa-miR-20a-5p is not DE	33.33	C16orf70	20.83	['5', 'hsa-miR-20a-5p', 'hsa-miR-130a-3p', 'hsa-miR-142-3p', 'WASL', 'CLIC4', 'KIAA1191', 'C16orf70', 'PPP1R15B']
DE in both: 	3.170	hsa-miR-130a-3p is UP, hsa-miR-20a-5p is not DE, hsa-miR-92b-3p is not DE	33.33	3.170	hsa-miR-130a-3p is UP, hsa-miR-20a-5p is not DE, hsa-miR-92b-3p is not DE	33.33	CNOT4	20.83	['3', 'hsa-miR-20a-5p', 'hsa-miR-130a-3p', 'hsa-miR-92b-3p', 'WASL', 'CNOT4', 'SOX4']
DE in both: 	3.170	hsa-miR-130a-3p is UP, hsa-miR-20a-5p is not DE, hsa-miR-363-3p is not DE	33.33	3.170	hsa-miR-130a-3p is UP, hsa-miR-20a-5p is not DE, hsa-miR-363-3p is not DE	33.33	CNOT4	20.83	['3', 'hsa-miR-20a-5p', 'hsa-miR-130a-3p', 'hsa-miR-363-3p', 'WASL', 'CNOT4', 'SOX4']
